Initial Condition,Final Condition,Parameter
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_1045_sim_.txt,0_12_1045_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_31_sim_.txt,0_1_31_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_307_sim_.txt,0_12_307_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_1185_sim_.txt,0_14_1185_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_242_sim_.txt,0_20_242_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_985_sim_.txt,0_2_985_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_24_sim_.txt,0_15_24_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_841_sim_.txt,0_14_841_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_15_sim_.txt,0_2_15_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_449_sim_.txt,0_24_449_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_632_sim_.txt,0_13_632_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_777_sim_.txt,0_21_777_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_1221_sim_.txt,0_7_1221_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_202_sim_.txt,0_19_202_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_498_sim_.txt,0_2_498_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_662_sim_.txt,0_11_662_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_1200_sim_.txt,0_15_1200_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_727_sim_.txt,0_23_727_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_1029_sim_.txt,0_6_1029_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_1008_sim_.txt,0_14_1008_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_954_sim_.txt,0_24_954_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_410_sim_.txt,0_9_410_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_811_sim_.txt,0_16_811_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_1150_sim_.txt,0_11_1150_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_808_sim_.txt,0_2_808_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_293_sim_.txt,0_6_293_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_68_sim_.txt,0_12_68_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_1171_sim_.txt,0_3_1171_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_1090_sim_.txt,0_17_1090_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_357_sim_.txt,0_10_357_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_737_sim_.txt,0_18_737_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_212_sim_.txt,0_22_212_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_481_sim_.txt,0_16_481_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_880_sim_.txt,0_9_880_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_1298_sim_.txt,0_16_1298_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_59_sim_.txt,0_5_59_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_125_sim_.txt,0_8_125_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_343_sim_.txt,0_8_343_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_894_sim_.txt,0_11_894_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_551_sim_.txt,0_18_551_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_1317_sim_.txt,0_3_1317_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_950_sim_.txt,0_7_950_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_131_sim_.txt,0_10_131_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_2_sim_.txt,0_3_2_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_297_sim_.txt,0_25_297_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_128_sim_.txt,0_4_128_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_949_sim_.txt,0_13_949_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_216_sim_.txt,0_1_216_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_676_sim_.txt,0_9_676_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_1047_sim_.txt,0_7_1047_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_541_sim_.txt,0_23_541_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_64_sim_.txt,0_8_64_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_404_sim_.txt,0_11_404_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_1066_sim_.txt,0_15_1066_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_1187_sim_.txt,0_1_1187_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_1209_sim_.txt,0_20_1209_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_310_sim_.txt,0_14_310_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_1001_sim_.txt,0_21_1001_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_583_sim_.txt,0_20_583_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_502_sim_.txt,0_4_502_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_1099_sim_.txt,0_22_1099_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_48_sim_.txt,0_24_48_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_625_sim_.txt,0_15_625_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_1159_sim_.txt,0_24_1159_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_992_sim_.txt,0_4_992_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_769_sim_.txt,0_8_769_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_1363_sim_.txt,0_8_1363_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_913_sim_.txt,0_20_913_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_388_sim_.txt,0_24_388_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1351_sim_.txt,0_25_1351_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_856_sim_.txt,0_12_856_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_1105_sim_.txt,0_8_1105_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_395_sim_.txt,0_13_395_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_251_sim_.txt,0_5_251_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1137_sim_.txt,0_25_1137_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_587_sim_.txt,0_3_587_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_638_sim_.txt,0_22_638_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_443_sim_.txt,0_15_443_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_1267_sim_.txt,0_21_1267_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_764_sim_.txt,0_4_764_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_248_sim_.txt,0_11_248_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_628_sim_.txt,0_19_628_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_176_sim_.txt,0_14_176_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_917_sim_.txt,0_3_917_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_482_sim_.txt,0_8_482_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_218_sim_.txt,0_13_218_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_883_sim_.txt,0_17_883_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_1088_sim_.txt,0_8_1088_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_126_sim_.txt,0_16_126_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_947_sim_.txt,0_1_947_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_290_sim_.txt,0_18_290_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_1280_sim_.txt,0_9_1280_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_734_sim_.txt,0_6_734_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_668_sim_.txt,0_20_668_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_556_sim_.txt,0_25_556_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_413_sim_.txt,0_17_413_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_812_sim_.txt,0_8_812_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_1239_sim_.txt,0_18_1239_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_280_sim_.txt,0_23_280_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_201_sim_.txt,0_7_201_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_1031_sim_.txt,0_19_1031_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_359_sim_.txt,0_2_359_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_20_sim_.txt,0_20_20_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_943_sim_.txt,0_22_943_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_1257_sim_.txt,0_19_1257_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_806_sim_.txt,0_10_806_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_675_sim_.txt,0_17_675_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_730_sim_.txt,0_25_730_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_496_sim_.txt,0_10_496_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_1114_sim_.txt,0_22_1114_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_552_sim_.txt,0_6_552_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_953_sim_.txt,0_19_953_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_340_sim_.txt,0_16_340_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_205_sim_.txt,0_24_205_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_586_sim_.txt,0_3_586_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_639_sim_.txt,0_22_639_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_442_sim_.txt,0_15_442_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_1104_sim_.txt,0_8_1104_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_394_sim_.txt,0_13_394_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_250_sim_.txt,0_5_250_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1136_sim_.txt,0_25_1136_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_629_sim_.txt,0_19_629_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_249_sim_.txt,0_11_249_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_916_sim_.txt,0_3_916_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_177_sim_.txt,0_14_177_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_1266_sim_.txt,0_21_1266_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_765_sim_.txt,0_4_765_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_1000_sim_.txt,0_21_1000_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_582_sim_.txt,0_20_582_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_503_sim_.txt,0_4_503_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_1208_sim_.txt,0_20_1208_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_311_sim_.txt,0_14_311_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_768_sim_.txt,0_8_768_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_993_sim_.txt,0_4_993_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_1362_sim_.txt,0_8_1362_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_389_sim_.txt,0_24_389_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_912_sim_.txt,0_20_912_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1350_sim_.txt,0_25_1350_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_857_sim_.txt,0_12_857_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_49_sim_.txt,0_24_49_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_1098_sim_.txt,0_22_1098_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_624_sim_.txt,0_15_624_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_1158_sim_.txt,0_24_1158_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_674_sim_.txt,0_17_674_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_731_sim_.txt,0_25_731_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_358_sim_.txt,0_2_358_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_21_sim_.txt,0_20_21_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_1256_sim_.txt,0_19_1256_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_942_sim_.txt,0_22_942_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_807_sim_.txt,0_10_807_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_341_sim_.txt,0_16_341_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_204_sim_.txt,0_24_204_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_497_sim_.txt,0_10_497_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_1115_sim_.txt,0_22_1115_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_952_sim_.txt,0_19_952_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_553_sim_.txt,0_6_553_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_1281_sim_.txt,0_9_1281_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_291_sim_.txt,0_18_291_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_735_sim_.txt,0_6_735_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_882_sim_.txt,0_17_882_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_219_sim_.txt,0_13_219_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_483_sim_.txt,0_8_483_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_1089_sim_.txt,0_8_1089_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_946_sim_.txt,0_1_946_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_127_sim_.txt,0_16_127_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_281_sim_.txt,0_23_281_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_200_sim_.txt,0_7_200_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_1030_sim_.txt,0_19_1030_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_669_sim_.txt,0_20_669_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_557_sim_.txt,0_25_557_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_813_sim_.txt,0_8_813_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_1238_sim_.txt,0_18_1238_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_412_sim_.txt,0_17_412_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_864_sim_.txt,0_9_864_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_465_sim_.txt,0_16_465_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_520_sim_.txt,0_24_520_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_1055_sim_.txt,0_5_1055_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_277_sim_.txt,0_6_277_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_1074_sim_.txt,0_17_1074_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_1195_sim_.txt,0_3_1195_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_928_sim_.txt,0_14_928_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_149_sim_.txt,0_3_149_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_150_sim_.txt,0_17_150_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_99_sim_.txt,0_6_99_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_742_sim_.txt,0_7_742_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_686_sim_.txt,0_11_686_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_53_sim_.txt,0_19_53_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_1305_sim_.txt,0_1_1305_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_925_sim_.txt,0_18_925_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_524_sim_.txt,0_7_524_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_1142_sim_.txt,0_13_1142_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_80_sim_.txt,0_8_80_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_1163_sim_.txt,0_1_1163_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_1082_sim_.txt,0_15_1082_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_273_sim_.txt,0_25_273_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_336_sim_.txt,0_17_336_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_692_sim_.txt,0_9_692_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_869_sim_.txt,0_5_869_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_870_sim_.txt,0_11_870_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_1233_sim_.txt,0_5_1233_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_935_sim_.txt,0_23_935_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_1212_sim_.txt,0_17_1212_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_746_sim_.txt,0_24_746_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_603_sim_.txt,0_16_603_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_478_sim_.txt,0_21_478_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_37_sim_.txt,0_7_37_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_653_sim_.txt,0_14_653_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_797_sim_.txt,0_2_797_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_428_sim_.txt,0_23_428_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_1326_sim_.txt,0_6_1326_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_820_sim_.txt,0_13_820_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_965_sim_.txt,0_21_965_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_185_sim_.txt,0_12_185_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_366_sim_.txt,0_15_366_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_839_sim_.txt,0_7_839_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_13_sim_.txt,0_4_13_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_438_sim_.txt,0_18_438_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_574_sim_.txt,0_5_574_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_22_sim_.txt,0_13_22_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_1057_sim_.txt,0_10_1057_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_1197_sim_.txt,0_16_1197_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_1076_sim_.txt,0_2_1076_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_1231_sim_.txt,0_10_1231_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_712_sim_.txt,0_5_712_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_793_sim_.txt,0_21_793_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_1210_sim_.txt,0_2_1210_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_100_sim_.txt,0_15_100_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_961_sim_.txt,0_2_961_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_1039_sim_.txt,0_11_1039_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_1018_sim_.txt,0_3_1018_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_198_sim_.txt,0_25_198_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_227_sim_.txt,0_4_227_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_1140_sim_.txt,0_6_1140_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_978_sim_.txt,0_16_978_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_119_sim_.txt,0_1_119_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_579_sim_.txt,0_9_579_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_1161_sim_.txt,0_14_1161_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_435_sim_.txt,0_14_435_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_1288_sim_.txt,0_1_1288_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_272_sim_.txt,0_25_272_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_337_sim_.txt,0_17_337_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_868_sim_.txt,0_5_868_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_693_sim_.txt,0_9_693_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_525_sim_.txt,0_7_525_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_924_sim_.txt,0_18_924_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_1143_sim_.txt,0_13_1143_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_81_sim_.txt,0_8_81_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_1083_sim_.txt,0_15_1083_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_1162_sim_.txt,0_1_1162_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_747_sim_.txt,0_24_747_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_602_sim_.txt,0_16_602_par_.txt
